timestamp,user,src_ip,country,event_type,EventCode,process,command,file,dest_ip
2026-04-01 10:09:30,guest,172.16.0.3,RU,failed_login,4625.0,svchost.exe,normal,/var/tmp/file_22.exe,172.16.0.3
2026-04-01 10:10:00,bob,10.0.0.5,US,privilege_escalation,,cmd.exe,normal,/var/tmp/file_33.exe,10.0.0.5
2026-04-01 10:10:30,bob,10.0.0.5,AU,privilege_escalation,,explorer.exe,normal,/var/tmp/file_45.exe,198.51.100.23
2026-04-01 10:11:00,guest,203.0.113.5,US,failed_login,4625.0,explorer.exe,normal,/var/tmp/file_11.exe,203.0.113.5
2026-04-01 10:11:30,bob,172.16.0.3,AU,failed_login,4625.0,powershell.exe,normal,/var/tmp/file_20.exe,10.0.0.5
2026-04-01 10:12:00,guest,192.168.1.10,RU,suspicious_task,,malware.exe,normal,/var/tmp/file_1.exe,198.51.100.23
2026-04-01 10:12:30,admin,198.51.100.23,CN,privilege_escalation,,svchost.exe,normal,/var/tmp/file_48.exe,10.0.0.5
2026-04-01 10:13:00,alice,192.168.1.10,RU,dns_query,,malware.exe,normal,/var/tmp/file_23.exe,198.51.100.23
2026-04-01 10:13:30,alice,172.16.0.3,IN,port_scan,,powershell.exe,normal,/var/tmp/file_14.exe,172.16.0.3
2026-04-01 10:14:00,guest,192.168.1.10,IN,account_created,,powershell.exe,normal,/var/tmp/file_46.exe,172.16.0.3
2026-04-01 10:14:30,bob,203.0.113.5,IN,process_execution,,malware.exe,normal,/var/tmp/file_34.exe,203.0.113.5
2026-04-01 10:15:00,guest,203.0.113.5,RU,failed_login,4625.0,svchost.exe,normal,/var/tmp/file_32.exe,198.51.100.23
2026-04-01 10:15:30,charlie,192.168.1.10,CN,log_cleared,,cmd.exe,normal,/var/tmp/file_10.exe,198.51.100.23
2026-04-01 10:16:00,guest,10.0.0.5,AU,dns_query,,malware.exe,normal,/var/tmp/file_41.exe,198.51.100.23
2026-04-01 10:16:30,admin,203.0.113.5,AU,file_access,,svchost.exe,normal,/var/tmp/file_17.exe,10.0.0.5
2026-04-01 10:17:00,charlie,172.16.0.3,IN,successful_login,4624.0,explorer.exe,normal,/var/tmp/file_35.exe,198.51.100.23
2026-04-01 10:17:30,alice,198.51.100.23,IN,dns_query,,svchost.exe,normal,/var/tmp/file_39.exe,10.0.0.5
2026-04-01 10:18:00,bob,10.0.0.5,AU,successful_login,4624.0,cmd.exe,normal,/var/tmp/file_46.exe,198.51.100.23
2026-04-01 10:18:30,bob,198.51.100.23,IN,usb_insert,,powershell.exe,normal,/var/tmp/file_34.exe,172.16.0.3
2026-04-01 10:19:00,charlie,172.16.0.3,IN,successful_login,4624.0,malware.exe,normal,/var/tmp/file_34.exe,172.16.0.3
2026-04-01 10:19:30,alice,172.16.0.3,CN,failed_login,4625.0,explorer.exe,normal,/var/tmp/file_42.exe,203.0.113.5
2026-04-01 10:20:00,guest,203.0.113.5,IN,account_created,,svchost.exe,normal,/var/tmp/file_15.exe,192.168.1.10
2026-04-01 10:20:30,admin,192.168.1.10,CN,account_created,,svchost.exe,normal,/var/tmp/file_47.exe,198.51.100.23
2026-04-01 10:21:00,alice,203.0.113.5,US,successful_login,4624.0,malware.exe,normal,/var/tmp/file_27.exe,198.51.100.23
2026-04-01 10:21:30,alice,198.51.100.23,RU,privilege_escalation,,powershell.exe,normal,/var/tmp/file_20.exe,10.0.0.5
2026-04-01 10:22:00,admin,203.0.113.5,AU,port_scan,,explorer.exe,normal,/var/tmp/file_26.exe,172.16.0.3
2026-04-01 10:22:30,alice,198.51.100.23,US,port_scan,,malware.exe,normal,/var/tmp/file_31.exe,172.16.0.3
2026-04-01 10:23:00,admin,198.51.100.23,RU,dns_query,,svchost.exe,normal,/var/tmp/file_4.exe,172.16.0.3
2026-04-01 10:23:30,admin,192.168.1.10,CN,usb_insert,,svchost.exe,normal,/var/tmp/file_47.exe,203.0.113.5
2026-04-01 10:24:00,admin,172.16.0.3,AU,log_cleared,,malware.exe,normal,/var/tmp/file_32.exe,172.16.0.3
2026-04-01 10:24:30,charlie,198.51.100.23,IN,file_access,,powershell.exe,normal,/var/tmp/file_22.exe,203.0.113.5
2026-04-01 10:25:00,guest,172.16.0.3,IN,powershell_encoded,,svchost.exe,encoded_command,/var/tmp/file_50.exe,192.168.1.10
2026-04-01 10:25:30,charlie,192.168.1.10,AU,usb_insert,,cmd.exe,normal,/var/tmp/file_25.exe,172.16.0.3
2026-04-01 10:26:00,bob,198.51.100.23,IN,account_created,,explorer.exe,normal,/var/tmp/file_33.exe,172.16.0.3
2026-04-01 10:26:30,bob,172.16.0.3,RU,dns_query,,cmd.exe,normal,/var/tmp/file_16.exe,10.0.0.5
2026-04-01 10:27:00,admin,192.168.1.10,CN,port_scan,,svchost.exe,normal,/var/tmp/file_29.exe,192.168.1.10
2026-04-01 10:27:30,bob,198.51.100.23,IN,privilege_escalation,,powershell.exe,normal,/var/tmp/file_17.exe,198.51.100.23
2026-04-01 10:28:00,guest,198.51.100.23,IN,dns_query,,svchost.exe,normal,/var/tmp/file_32.exe,10.0.0.5
2026-04-01 10:28:30,bob,198.51.100.23,IN,port_scan,,malware.exe,normal,/var/tmp/file_43.exe,10.0.0.5
2026-04-01 10:29:00,admin,192.168.1.10,US,powershell_encoded,,svchost.exe,encoded_command,/var/tmp/file_23.exe,192.168.1.10
2026-04-01 10:29:30,admin,10.0.0.5,IN,powershell_encoded,,svchost.exe,encoded_command,/var/tmp/file_7.exe,192.168.1.10
2026-04-01 10:30:00,alice,203.0.113.5,AU,suspicious_task,,powershell.exe,normal,/var/tmp/file_5.exe,172.16.0.3
2026-04-01 10:30:30,guest,203.0.113.5,RU,log_cleared,,explorer.exe,normal,/var/tmp/file_9.exe,172.16.0.3
2026-04-01 10:31:00,bob,10.0.0.5,RU,port_scan,,powershell.exe,normal,/var/tmp/file_25.exe,192.168.1.10
2026-04-01 10:31:30,charlie,172.16.0.3,IN,successful_login,4624.0,malware.exe,normal,/var/tmp/file_9.exe,203.0.113.5
2026-04-01 10:32:00,admin,192.168.1.10,US,dns_query,,powershell.exe,normal,/var/tmp/file_4.exe,203.0.113.5
2026-04-01 10:32:30,charlie,172.16.0.3,AU,suspicious_task,,cmd.exe,normal,/var/tmp/file_18.exe,203.0.113.5
2026-04-01 10:33:00,admin,192.168.1.10,IN,usb_insert,,cmd.exe,normal,/var/tmp/file_36.exe,10.0.0.5
2026-04-01 10:33:30,charlie,10.0.0.5,CN,dns_query,,svchost.exe,normal,/var/tmp/file_10.exe,192.168.1.10
2026-04-01 10:34:00,admin,198.51.100.23,US,log_cleared,,cmd.exe,normal,/var/tmp/file_43.exe,172.16.0.3
2026-04-01 10:34:30,guest,198.51.100.23,AU,log_cleared,,svchost.exe,normal,/var/tmp/file_4.exe,192.168.1.10
2026-04-01 10:35:00,admin,172.16.0.3,CN,log_cleared,,svchost.exe,normal,/var/tmp/file_14.exe,203.0.113.5
2026-04-01 10:35:30,bob,192.168.1.10,RU,successful_login,4624.0,svchost.exe,normal,/var/tmp/file_48.exe,203.0.113.5
2026-04-01 10:36:00,guest,198.51.100.23,CN,usb_insert,,explorer.exe,normal,/var/tmp/file_25.exe,198.51.100.23
2026-04-01 10:36:30,bob,198.51.100.23,IN,failed_login,4625.0,svchost.exe,normal,/var/tmp/file_44.exe,172.16.0.3
2026-04-01 10:37:00,admin,203.0.113.5,AU,successful_login,4624.0,powershell.exe,normal,/var/tmp/file_19.exe,10.0.0.5
2026-04-01 10:37:30,admin,172.16.0.3,CN,usb_insert,,cmd.exe,normal,/var/tmp/file_16.exe,198.51.100.23
2026-04-01 10:38:00,alice,172.16.0.3,AU,usb_insert,,powershell.exe,normal,/var/tmp/file_49.exe,203.0.113.5
2026-04-01 10:38:30,admin,192.168.1.10,AU,port_scan,,powershell.exe,normal,/var/tmp/file_20.exe,198.51.100.23
2026-04-01 10:39:00,alice,172.16.0.3,CN,port_scan,,explorer.exe,normal,/var/tmp/file_46.exe,198.51.100.23
2026-04-01 10:39:30,guest,10.0.0.5,AU,dns_query,,malware.exe,normal,/var/tmp/file_39.exe,198.51.100.23
2026-04-01 10:40:00,admin,198.51.100.23,IN,failed_login,4625.0,explorer.exe,normal,/var/tmp/file_20.exe,203.0.113.5
2026-04-01 10:40:30,charlie,198.51.100.23,IN,port_scan,,cmd.exe,normal,/var/tmp/file_35.exe,10.0.0.5
2026-04-01 10:41:00,admin,192.168.1.10,IN,file_access,,svchost.exe,normal,/var/tmp/file_4.exe,203.0.113.5
2026-04-01 10:41:30,bob,10.0.0.5,AU,process_execution,,svchost.exe,normal,/var/tmp/file_17.exe,203.0.113.5
2026-04-01 10:42:00,alice,192.168.1.10,US,usb_insert,,explorer.exe,normal,/var/tmp/file_34.exe,192.168.1.10
2026-04-01 10:42:30,guest,10.0.0.5,US,port_scan,,svchost.exe,normal,/var/tmp/file_24.exe,198.51.100.23
2026-04-01 10:43:00,alice,10.0.0.5,AU,port_scan,,explorer.exe,normal,/var/tmp/file_36.exe,203.0.113.5
2026-04-01 10:43:30,alice,198.51.100.23,IN,powershell_encoded,,powershell.exe,encoded_command,/var/tmp/file_31.exe,172.16.0.3
2026-04-01 10:44:00,charlie,172.16.0.3,US,failed_login,4625.0,powershell.exe,normal,/var/tmp/file_11.exe,203.0.113.5
2026-04-01 10:44:30,guest,198.51.100.23,AU,usb_insert,,malware.exe,normal,/var/tmp/file_24.exe,10.0.0.5
2026-04-01 10:45:00,admin,203.0.113.5,US,account_created,,malware.exe,normal,/var/tmp/file_37.exe,172.16.0.3
2026-04-01 10:45:30,bob,172.16.0.3,US,process_execution,,cmd.exe,normal,/var/tmp/file_37.exe,203.0.113.5
2026-04-01 10:46:00,charlie,172.16.0.3,AU,port_scan,,malware.exe,normal,/var/tmp/file_35.exe,172.16.0.3
2026-04-01 10:46:30,admin,192.168.1.10,AU,successful_login,4624.0,explorer.exe,normal,/var/tmp/file_43.exe,203.0.113.5
2026-04-01 10:47:00,admin,10.0.0.5,US,usb_insert,,malware.exe,normal,/var/tmp/file_36.exe,172.16.0.3
2026-04-01 10:47:30,admin,172.16.0.3,US,file_access,,svchost.exe,normal,/var/tmp/file_49.exe,172.16.0.3
2026-04-01 10:48:00,charlie,192.168.1.10,CN,privilege_escalation,,cmd.exe,normal,/var/tmp/file_4.exe,10.0.0.5
2026-04-01 10:48:30,guest,203.0.113.5,RU,dns_query,,malware.exe,normal,/var/tmp/file_43.exe,198.51.100.23
2026-04-01 10:49:00,admin,172.16.0.3,CN,successful_login,4624.0,svchost.exe,normal,/var/tmp/file_29.exe,192.168.1.10
2026-04-01 10:49:30,guest,172.16.0.3,IN,suspicious_task,,cmd.exe,normal,/var/tmp/file_37.exe,203.0.113.5
2026-04-01 10:50:00,guest,172.16.0.3,US,port_scan,,cmd.exe,normal,/var/tmp/file_16.exe,198.51.100.23
2026-04-01 10:50:30,charlie,10.0.0.5,AU,file_access,,svchost.exe,normal,/var/tmp/file_29.exe,192.168.1.10
2026-04-01 10:51:00,guest,203.0.113.5,CN,process_execution,,malware.exe,normal,/var/tmp/file_18.exe,172.16.0.3
2026-04-01 10:51:30,bob,172.16.0.3,RU,privilege_escalation,,svchost.exe,normal,/var/tmp/file_41.exe,172.16.0.3
2026-04-01 10:52:00,admin,198.51.100.23,RU,suspicious_task,,malware.exe,normal,/var/tmp/file_4.exe,198.51.100.23
2026-04-01 10:52:30,charlie,172.16.0.3,IN,failed_login,4625.0,svchost.exe,normal,/var/tmp/file_28.exe,10.0.0.5
2026-04-01 10:53:00,guest,172.16.0.3,US,powershell_encoded,,cmd.exe,encoded_command,/var/tmp/file_5.exe,10.0.0.5
2026-04-01 10:53:30,alice,10.0.0.5,IN,port_scan,,svchost.exe,normal,/var/tmp/file_19.exe,192.168.1.10
2026-04-01 10:54:00,charlie,172.16.0.3,IN,successful_login,4624.0,explorer.exe,normal,/var/tmp/file_44.exe,172.16.0.3
2026-04-01 10:54:30,guest,198.51.100.23,RU,failed_login,4625.0,explorer.exe,normal,/var/tmp/file_10.exe,203.0.113.5
2026-04-01 10:55:00,charlie,192.168.1.10,AU,process_execution,,malware.exe,normal,/var/tmp/file_16.exe,172.16.0.3
2026-04-01 10:55:30,bob,10.0.0.5,IN,privilege_escalation,,powershell.exe,normal,/var/tmp/file_48.exe,172.16.0.3
2026-04-01 10:56:00,charlie,10.0.0.5,AU,failed_login,4625.0,malware.exe,normal,/var/tmp/file_44.exe,172.16.0.3
2026-04-01 10:56:30,alice,172.16.0.3,AU,account_created,,powershell.exe,normal,/var/tmp/file_12.exe,10.0.0.5
2026-04-01 10:57:00,charlie,192.168.1.10,AU,dns_query,,explorer.exe,normal,/var/tmp/file_16.exe,172.16.0.3
2026-04-01 10:57:30,admin,10.0.0.5,IN,log_cleared,,svchost.exe,normal,/var/tmp/file_1.exe,172.16.0.3
2026-04-01 10:58:00,guest,192.168.1.10,AU,successful_login,4624.0,svchost.exe,normal,/var/tmp/file_24.exe,172.16.0.3
2026-04-01 10:58:30,guest,172.16.0.3,US,failed_login,4625.0,powershell.exe,normal,/var/tmp/file_46.exe,198.51.100.23
2026-04-01 10:59:00,alice,10.0.0.5,RU,powershell_encoded,,cmd.exe,encoded_command,/var/tmp/file_49.exe,203.0.113.5
2026-04-01 10:59:30,guest,198.51.100.23,CN,suspicious_task,,svchost.exe,normal,/var/tmp/file_1.exe,198.51.100.23
2026-04-01 11:00:00,guest,192.168.1.10,US,log_cleared,,explorer.exe,normal,/var/tmp/file_41.exe,198.51.100.23
2026-04-01 11:00:30,alice,192.168.1.10,CN,successful_login,4624.0,powershell.exe,normal,/var/tmp/file_20.exe,172.16.0.3
2026-04-01 11:01:00,guest,198.51.100.23,RU,powershell_encoded,,powershell.exe,encoded_command,/var/tmp/file_43.exe,192.168.1.10
2026-04-01 11:01:30,bob,192.168.1.10,IN,privilege_escalation,,explorer.exe,normal,/var/tmp/file_50.exe,203.0.113.5
2026-04-01 11:02:00,bob,192.168.1.10,CN,account_created,,malware.exe,normal,/var/tmp/file_29.exe,198.51.100.23
2026-04-01 11:02:30,guest,172.16.0.3,IN,log_cleared,,malware.exe,normal,/var/tmp/file_38.exe,198.51.100.23
2026-04-01 11:03:00,charlie,172.16.0.3,RU,port_scan,,cmd.exe,normal,/var/tmp/file_40.exe,192.168.1.10
2026-04-01 11:03:30,alice,198.51.100.23,CN,suspicious_task,,powershell.exe,normal,/var/tmp/file_35.exe,198.51.100.23
2026-04-01 11:04:00,bob,198.51.100.23,RU,usb_insert,,explorer.exe,normal,/var/tmp/file_37.exe,192.168.1.10
2026-04-01 11:04:30,guest,198.51.100.23,RU,successful_login,4624.0,svchost.exe,normal,/var/tmp/file_19.exe,198.51.100.23
2026-04-01 11:05:00,bob,198.51.100.23,RU,file_access,,explorer.exe,normal,/var/tmp/file_5.exe,192.168.1.10
2026-04-01 11:05:30,alice,203.0.113.5,RU,usb_insert,,explorer.exe,normal,/var/tmp/file_9.exe,198.51.100.23
2026-04-01 11:06:00,alice,198.51.100.23,AU,suspicious_task,,powershell.exe,normal,/var/tmp/file_49.exe,198.51.100.23
2026-04-01 11:06:30,guest,203.0.113.5,RU,failed_login,4625.0,malware.exe,normal,/var/tmp/file_35.exe,203.0.113.5
2026-04-01 11:07:00,guest,172.16.0.3,AU,port_scan,,cmd.exe,normal,/var/tmp/file_25.exe,192.168.1.10
2026-04-01 11:07:30,admin,203.0.113.5,CN,process_execution,,malware.exe,normal,/var/tmp/file_42.exe,172.16.0.3
2026-04-01 11:08:00,guest,10.0.0.5,US,port_scan,,powershell.exe,normal,/var/tmp/file_32.exe,192.168.1.10
2026-04-01 11:08:30,bob,10.0.0.5,US,privilege_escalation,,malware.exe,normal,/var/tmp/file_27.exe,203.0.113.5
2026-04-01 11:09:00,guest,192.168.1.10,US,powershell_encoded,,cmd.exe,encoded_command,/var/tmp/file_14.exe,10.0.0.5
2026-04-01 11:09:30,alice,172.16.0.3,RU,privilege_escalation,,cmd.exe,normal,/var/tmp/file_36.exe,10.0.0.5
2026-04-01 11:10:00,alice,203.0.113.5,CN,failed_login,4625.0,explorer.exe,normal,/var/tmp/file_11.exe,203.0.113.5
2026-04-01 11:10:30,guest,192.168.1.10,CN,dns_query,,cmd.exe,normal,/var/tmp/file_21.exe,203.0.113.5
2026-04-01 11:11:00,charlie,10.0.0.5,RU,dns_query,,powershell.exe,normal,/var/tmp/file_48.exe,172.16.0.3
2026-04-01 11:11:30,guest,172.16.0.3,US,file_access,,cmd.exe,normal,/var/tmp/file_2.exe,10.0.0.5
2026-04-01 11:12:00,admin,10.0.0.5,RU,log_cleared,,powershell.exe,normal,/var/tmp/file_16.exe,198.51.100.23
2026-04-01 11:12:30,guest,198.51.100.23,AU,port_scan,,svchost.exe,normal,/var/tmp/file_2.exe,192.168.1.10
2026-04-01 11:13:00,admin,192.168.1.10,IN,failed_login,4625.0,svchost.exe,normal,/var/tmp/file_20.exe,10.0.0.5
2026-04-01 11:13:30,guest,198.51.100.23,IN,successful_login,4624.0,powershell.exe,normal,/var/tmp/file_39.exe,192.168.1.10
2026-04-01 11:14:00,guest,172.16.0.3,CN,account_created,,powershell.exe,normal,/var/tmp/file_14.exe,10.0.0.5
2026-04-01 11:14:30,admin,198.51.100.23,AU,file_access,,malware.exe,normal,/var/tmp/file_41.exe,203.0.113.5
2026-04-01 11:15:00,guest,192.168.1.10,RU,privilege_escalation,,powershell.exe,normal,/var/tmp/file_18.exe,203.0.113.5
2026-04-01 11:15:30,bob,198.51.100.23,AU,file_access,,malware.exe,normal,/var/tmp/file_36.exe,192.168.1.10
2026-04-01 11:16:00,admin,10.0.0.5,US,account_created,,powershell.exe,normal,/var/tmp/file_42.exe,10.0.0.5
2026-04-01 11:16:30,charlie,192.168.1.10,AU,suspicious_task,,explorer.exe,normal,/var/tmp/file_3.exe,10.0.0.5
2026-04-01 11:17:00,charlie,192.168.1.10,AU,file_access,,svchost.exe,normal,/var/tmp/file_34.exe,192.168.1.10
2026-04-01 11:17:30,alice,192.168.1.10,AU,file_access,,svchost.exe,normal,/var/tmp/file_8.exe,10.0.0.5
2026-04-01 11:18:00,admin,10.0.0.5,US,suspicious_task,,cmd.exe,normal,/var/tmp/file_14.exe,172.16.0.3
2026-04-01 11:18:30,alice,172.16.0.3,US,successful_login,4624.0,powershell.exe,normal,/var/tmp/file_33.exe,198.51.100.23
2026-04-01 11:19:00,admin,198.51.100.23,US,successful_login,4624.0,powershell.exe,normal,/var/tmp/file_3.exe,198.51.100.23
2026-04-01 11:19:30,bob,10.0.0.5,RU,port_scan,,svchost.exe,normal,/var/tmp/file_4.exe,10.0.0.5
2026-04-01 11:20:00,charlie,172.16.0.3,IN,dns_query,,powershell.exe,normal,/var/tmp/file_38.exe,198.51.100.23
2026-04-01 11:20:30,bob,198.51.100.23,RU,failed_login,4625.0,malware.exe,normal,/var/tmp/file_44.exe,172.16.0.3
2026-04-01 11:21:00,charlie,203.0.113.5,US,process_execution,,svchost.exe,normal,/var/tmp/file_7.exe,10.0.0.5
2026-04-01 11:21:30,alice,198.51.100.23,RU,powershell_encoded,,malware.exe,encoded_command,/var/tmp/file_12.exe,198.51.100.23
2026-04-01 11:22:00,alice,172.16.0.3,IN,account_created,,explorer.exe,normal,/var/tmp/file_46.exe,172.16.0.3
2026-04-01 11:22:30,admin,198.51.100.23,US,successful_login,4624.0,explorer.exe,normal,/var/tmp/file_4.exe,203.0.113.5
2026-04-01 11:23:00,admin,10.0.0.5,IN,process_execution,,powershell.exe,normal,/var/tmp/file_12.exe,10.0.0.5
2026-04-01 11:23:30,guest,10.0.0.5,AU,dns_query,,malware.exe,normal,/var/tmp/file_5.exe,203.0.113.5
2026-04-01 11:24:00,admin,10.0.0.5,AU,privilege_escalation,,cmd.exe,normal,/var/tmp/file_48.exe,198.51.100.23
2026-04-01 11:24:30,guest,192.168.1.10,IN,port_scan,,powershell.exe,normal,/var/tmp/file_11.exe,172.16.0.3
2026-04-01 11:25:00,bob,198.51.100.23,US,dns_query,,powershell.exe,normal,/var/tmp/file_6.exe,172.16.0.3
2026-04-01 11:25:30,admin,203.0.113.5,US,file_access,,malware.exe,normal,/var/tmp/file_21.exe,10.0.0.5
2026-04-01 11:26:00,admin,10.0.0.5,IN,privilege_escalation,,cmd.exe,normal,/var/tmp/file_20.exe,203.0.113.5
2026-04-01 11:26:30,bob,10.0.0.5,US,port_scan,,malware.exe,normal,/var/tmp/file_47.exe,192.168.1.10
2026-04-01 11:27:00,charlie,172.16.0.3,IN,file_access,,malware.exe,normal,/var/tmp/file_1.exe,198.51.100.23
2026-04-01 11:27:30,admin,198.51.100.23,AU,account_created,,malware.exe,normal,/var/tmp/file_45.exe,198.51.100.23
2026-04-01 11:28:00,guest,10.0.0.5,RU,failed_login,4625.0,powershell.exe,normal,/var/tmp/file_38.exe,192.168.1.10
2026-04-01 11:28:30,charlie,198.51.100.23,IN,port_scan,,cmd.exe,normal,/var/tmp/file_10.exe,192.168.1.10
2026-04-01 11:29:00,bob,10.0.0.5,IN,suspicious_task,,explorer.exe,normal,/var/tmp/file_46.exe,172.16.0.3
2026-04-01 11:29:30,charlie,172.16.0.3,RU,failed_login,4625.0,powershell.exe,normal,/var/tmp/file_23.exe,192.168.1.10
2026-04-01 11:30:00,guest,192.168.1.10,RU,account_created,,cmd.exe,normal,/var/tmp/file_15.exe,198.51.100.23
2026-04-01 11:30:30,guest,10.0.0.5,IN,dns_query,,malware.exe,normal,/var/tmp/file_6.exe,172.16.0.3
2026-04-01 11:31:00,guest,10.0.0.5,CN,account_created,,malware.exe,normal,/var/tmp/file_41.exe,10.0.0.5
2026-04-01 11:31:30,admin,10.0.0.5,AU,log_cleared,,svchost.exe,normal,/var/tmp/file_44.exe,203.0.113.5
2026-04-01 11:32:00,alice,198.51.100.23,IN,usb_insert,,svchost.exe,normal,/var/tmp/file_14.exe,198.51.100.23
2026-04-01 11:32:30,admin,203.0.113.5,AU,successful_login,4624.0,cmd.exe,normal,/var/tmp/file_9.exe,203.0.113.5
2026-04-01 11:33:00,admin,10.0.0.5,AU,log_cleared,,cmd.exe,normal,/var/tmp/file_12.exe,10.0.0.5
2026-04-01 11:33:30,admin,198.51.100.23,RU,account_created,,cmd.exe,normal,/var/tmp/file_22.exe,10.0.0.5
2026-04-01 11:34:00,bob,10.0.0.5,RU,process_execution,,explorer.exe,normal,/var/tmp/file_49.exe,192.168.1.10
2026-04-01 11:34:30,alice,192.168.1.10,US,log_cleared,,svchost.exe,normal,/var/tmp/file_40.exe,192.168.1.10
2026-04-01 11:35:00,alice,198.51.100.23,IN,privilege_escalation,,svchost.exe,normal,/var/tmp/file_11.exe,203.0.113.5
2026-04-01 11:35:30,bob,198.51.100.23,RU,dns_query,,svchost.exe,normal,/var/tmp/file_10.exe,203.0.113.5
2026-04-01 11:36:00,charlie,203.0.113.5,AU,failed_login,4625.0,svchost.exe,normal,/var/tmp/file_22.exe,198.51.100.23
2026-04-01 11:36:30,bob,172.16.0.3,IN,privilege_escalation,,explorer.exe,normal,/var/tmp/file_30.exe,198.51.100.23
2026-04-01 11:37:00,admin,10.0.0.5,RU,file_access,,explorer.exe,normal,/var/tmp/file_43.exe,198.51.100.23
2026-04-01 11:37:30,admin,192.168.1.10,IN,privilege_escalation,,svchost.exe,normal,/var/tmp/file_48.exe,192.168.1.10
2026-04-01 11:38:00,charlie,172.16.0.3,CN,usb_insert,,powershell.exe,normal,/var/tmp/file_45.exe,172.16.0.3
2026-04-01 11:38:30,charlie,192.168.1.10,AU,port_scan,,explorer.exe,normal,/var/tmp/file_6.exe,10.0.0.5
2026-04-01 11:39:00,bob,203.0.113.5,IN,usb_insert,,explorer.exe,normal,/var/tmp/file_28.exe,172.16.0.3
2026-04-01 11:39:30,bob,203.0.113.5,US,log_cleared,,cmd.exe,normal,/var/tmp/file_4.exe,10.0.0.5
2026-04-01 11:40:00,bob,10.0.0.5,US,powershell_encoded,,explorer.exe,encoded_command,/var/tmp/file_47.exe,203.0.113.5
2026-04-01 11:40:30,bob,10.0.0.5,RU,suspicious_task,,svchost.exe,normal,/var/tmp/file_13.exe,203.0.113.5
2026-04-01 11:41:00,bob,198.51.100.23,IN,usb_insert,,malware.exe,normal,/var/tmp/file_3.exe,198.51.100.23
2026-04-01 11:41:30,admin,192.168.1.10,CN,dns_query,,cmd.exe,normal,/var/tmp/file_20.exe,198.51.100.23
2026-04-01 11:42:00,alice,192.168.1.10,US,privilege_escalation,,explorer.exe,normal,/var/tmp/file_26.exe,192.168.1.10
2026-04-01 11:42:30,alice,198.51.100.23,RU,usb_insert,,malware.exe,normal,/var/tmp/file_31.exe,172.16.0.3
2026-04-01 11:43:00,guest,198.51.100.23,RU,log_cleared,,powershell.exe,normal,/var/tmp/file_41.exe,172.16.0.3
2026-04-01 11:43:30,alice,203.0.113.5,RU,successful_login,4624.0,powershell.exe,normal,/var/tmp/file_40.exe,172.16.0.3
2026-04-01 11:44:00,alice,10.0.0.5,CN,privilege_escalation,,svchost.exe,normal,/var/tmp/file_48.exe,10.0.0.5
